 개방자치단체코드 , 관리번호 , 인허가일자 , 인허가취소일자 , 영업상태코드 , 영업상태명 , 상세영업상태코드 , 상세영업상태명 , 폐업일자 , 휴업시작일자 , 휴업종료일자 , 재개업일자 , 전화번호 , 소재지면적 , 소재지우편번호 , 지번주소 , 도로명주소 , 도로명우편번호 , 사업장명 , 최종수정일자 , 데이터갱신구분 , 데이터갱신일자 , 업태구분명 , 좌표정보(X) , 좌표정보(Y) , 위생업태명 , 남성종사자수 , 여성종사자수 , 영업장주변구분명 , 등급구분명 , 급수시설구분명 , 총인원 , 본사종업원수 , 공장사무직종업원수 , 공장판매직종업원수 , 공장생산직종업원수 , 건물소유구분명 , 보증액 , 월세액 , 다중이용업소여부 , 시설총규모 , 전통업소지정번호 , 전통업소주된음식 , 홈페이지 ,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
3050000, 3050000-102-1984-08450 ,19841024,  ,3, 폐업 ,2, 폐업 ,20000427,  ,  ,  ,202136555,320.57,130840, 서울특별시 동대문구 장안동 364-4번지  ,  ,  , 시드니가요주점 ,2.00004E+13, I , 2018-08-31 23:59:59.0 , 비어(바)살롱 ,206058.9156,451751.0023, 비어(바)살롱 ,3,6, 기타 , 기타 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,320.57,  ,  ,  ,서울특별시 동대문구 장안동 364-4번지  ,127.069365,37.5680232,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 82,서울특별시 동대문구 장안동 364-4,2639,1123066000,장안2동,1123010600,장안동
3050000, 3050000-102-1984-08503 ,19841027,  ,3, 폐업 ,2, 폐업 ,20000426,  ,  ,  ,209625939,27.12,130851, 서울특별시 동대문구 전농동 597-2번지  ,  ,  , 백제 ,2.00004E+13, I , 2018-08-31 23:59:59.0 , 간이주점 ,204323.8186,453460.8326, 간이주점 ,0,2, 기타 , 지도 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,27.12,  ,  ,  ,서울특별시 동대문구 전농동 597-2번지  ,127.0497444,37.5834369,정좌표,1.12301E+18,구주소,서울특별시 동대문구 왕산로 254,서울특별시 동대문구 전농동 597-2,2554,1123056000,전농1동,1123010400,전농동
3050000, 3050000-102-1984-08500 ,19841120,  ,3, 폐업 ,2, 폐업 ,20000425,  ,  ,  ,2,199.76,130842, 서울특별시 동대문구 장안동 373-2번지  ,  ,  , 에버그린 ,2.00109E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,206078.9744,451920.21, 룸살롱 ,0,0, 유흥업소밀집지역 , 기타 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,199.76,  ,  ,  ,서울특별시 동대문구 장안동 373-2번지  ,127.0695951,37.5695478,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 97,서울특별시 동대문구 장안동 373-2,2624,1123065000,장안1동,1123010600,장안동
3050000, 3050000-102-1984-08455 ,19841122,  ,3, 폐업 ,2, 폐업 ,19930413,  ,  ,  ,200000000,26.36,130851, 서울특별시 동대문구 전농동 602-23번지  ,  ,  , 이브집 ,2.00109E+13, I , 2018-08-31 23:59:59.0 , 비어(바)살롱 ,204365.894,453507.617, 비어(바)살롱 ,0,1, 기타 , 을 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,26.36,  ,  ,  ,서울특별시 동대문구 전농동 602-23번지  ,127.0502145,37.5838642,정좌표,1.12301E+18,구주소,서울특별시 동대문구 왕산로 258-1,서울특별시 동대문구 전농동 602-23,2554,1123056000,전농1동,1123010400,전농동
3050000, 3050000-102-1984-08511 ,19841126,  ,3, 폐업 ,2, 폐업 ,19920909,  ,  ,  ,200000000,132.68,130808, 서울특별시 동대문구 답십리동 909번지  ,  ,  , 뉴풍차 ,2.00201E+13, I , 2018-08-31 23:59:59.0 , 간이주점 ,  ,  , 간이주점 ,0,3, 유흥업소밀집지역 , 지도 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,132.68,  ,  ,  ,서울특별시 동대문구 답십리동 909번지  ,127.0637564,37.5693484,인근좌표,11230,구주소,,서울특별시 동대문구 답십리동 909,NULL,,,1123010500,답십리동
3050000, 3050000-102-1984-08463 ,19841127,  ,3, 폐업 ,2, 폐업 ,20050526,  ,  ,  , 02 9644433 ,214.89,130851, 서울특별시 동대문구 전농동 620-49번지  ,  ,  , 일이삼무도카바레 ,2.00307E+13, I , 2018-08-31 23:59:59.0 , 카바레 ,203904.2683,452972.7316, 카바레 ,0,0, 기타 , 을 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,214.89,  ,0,  ,서울특별시 동대문구 전농동 620-49번지  ,127.0449885,37.5790465,정좌표,1.12301E+18,구주소,서울특별시 동대문구 왕산로36길 29-20,서울특별시 동대문구 전농동 620-49,2559,1123056000,전농1동,1123010400,전농동
3050000, 3050000-102-1984-08438 ,19841231,  ,3, 폐업 ,2, 폐업 ,19991206,  ,  ,  , 02 9616161 ,111.67,130876, 서울특별시 동대문구 휘경동 330-0번지  ,  ,  , 종합운동장 ,2.00202E+13, I , 2018-08-31 23:59:59.0 , 스텐드바 ,204855.0565,454149.0494, 스텐드바 ,0,0, 기타 , 지도 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,111.67,  ,  ,  ,서울특별시 동대문구 휘경동 330-0번지  ,127.0657291,37.5908539,법정동 좌표,11230,판별불가,,서울특별시 동대문구 휘경동,NULL,,,1123010900,휘경동
3050000, 3050000-102-1985-08473 ,19850816,  ,3, 폐업 ,2, 폐업 ,20110127,  ,  ,  ,222493688,121.44,130842, 서울특별시 동대문구 장안동 371-4번지  ,  ,  , 싱글벙글 ,2.00706E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,206190.0785,452131.5789, 룸살롱 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , N ,121.44,  ,  ,  ,서울특별시 동대문구 장안동 371-4번지  ,127.071444,37.5728962,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 121,서울특별시 동대문구 장안동 371-4,2624,1123065000,장안1동,1123010600,장안동
3050000, 3050000-102-2000-11585 ,20000224,  ,3, 폐업 ,2, 폐업 ,20050228,  ,  ,  ,222422525,142.63,130842, 서울특별시 동대문구 장안동 372-9번지  ,  ,  , 맨(Man)클럽 ,2.0041E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,206135.3581,452088.7537, 룸살롱 ,0,0, 유흥업소밀집지역 , 기타 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,142.63,  ,  ,  ,서울특별시 동대문구 장안동 372-9번지  ,127.0702222,37.5710034,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로23길 7,서울특별시 동대문구 장안동 372-9,2624,1123065000,장안1동,1123010600,장안동
3050000, 3050000-102-2000-11602 ,20000303,  ,3, 폐업 ,2, 폐업 ,20050129,  ,  ,  ,222164880,270.48,130840, 서울특별시 동대문구 장안동 364-1번지  ,  ,  , 샤롯데 ,2.00201E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,206085.221,451802.3984, 룸살롱 ,0,0, 유흥업소밀집지역 , 기타 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,270.48,  ,  ,  ,서울특별시 동대문구 장안동 364-1번지  ,127.0696649,37.5684851,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 88,서울특별시 동대문구 장안동 364-1,2639,1123066000,장안2동,1123010600,장안동
3050000, 3050000-102-2000-11624 ,20000308,  ,3, 폐업 ,2, 폐업 ,20050419,  ,  ,  , 02 9590402 ,40.19,130851, 서울특별시 동대문구 전농동 597-3번지  ,  ,  , 가마실사랑채 ,2.00501E+13, I , 2018-08-31 23:59:59.0 , 간이주점 ,204316.123,453452.6516, 간이주점 ,0,0, 유흥업소밀집지역 , 기타 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,40.19,  ,  ,  ,서울특별시 동대문구 전농동 597-3번지  ,127.0496547,37.5833641,정좌표,1.12301E+18,구주소,서울특별시 동대문구 왕산로 252,서울특별시 동대문구 전농동 597-3,2554,1123056000,전농1동,1123010400,전농동
3050000, 3050000-102-2000-11728 ,20000424,  ,3, 폐업 ,2, 폐업 ,20060501,  ,  ,  ,222491282,94.37,130845, 서울특별시 동대문구 장안동 433-19번지  ,  ,  , 파라오 ,2.00004E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,205746.0887,451170.6289, 룸살롱 ,0,0, 유흥업소밀집지역 , 기타 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,94.37,  ,  ,  ,서울특별시 동대문구 장안동 433-19번지  ,127.0658193,37.5627962,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 18,서울특별시 동대문구 장안동 433-19,2644,1123065000,장안1동,1123010600,장안동
3050000, 3050000-102-1986-08483 ,19861029,  ,3, 폐업 ,2, 폐업 ,20050707,  ,  ,  ,222140727,291.5,130840, 서울특별시 동대문구 장안동 366-2번지  ,  ,  , 윈저 ,2.00307E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,206231.4203,452041.4768, 룸살롱 ,0,0, 유흥업소밀집지역 , 갑 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,291.5,  ,  ,  ,서울특별시 동대문구 장안동 366-2번지  ,127.0713248,37.5706427,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로24길 6,서울특별시 동대문구 장안동 366-2,2639,1123066000,장안2동,1123010600,장안동
3050000, 3050000-102-1986-08442 ,19861105,  ,3, 폐업 ,2, 폐업 ,19901108,  ,  ,  ,202430620,870.89,130809, 서울특별시 동대문구 답십리동 982번지  ,  ,  , 참피온회관 ,2.00201E+13, I , 2018-08-31 23:59:59.0 , 스텐드바 ,  ,  , 스텐드바 ,6,14, 유흥업소밀집지역 , 지도 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,870.89,  ,  ,  ,서울특별시 동대문구 답십리동 982번지  ,127.0581172,37.5658976,인근좌표,11230,구주소,,서울특별시 동대문구 답십리동 982,NULL,,,1123010500,답십리동
3050000, 3050000-102-1986-08411 ,19861226,  ,3, 폐업 ,2, 폐업 ,19960410,  ,  ,  , 02 9243439 ,479.24,130840, 서울특별시 동대문구 장안동 366-11번지  ,  ,  , g-세븐영상가요주점 ,2.00109E+13, I , 2018-08-31 23:59:59.0 , 카바레 ,206200.2186,452034.5044, 카바레 ,3,7, 결혼예식장주변 , 지도 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,479.24,  ,  ,  ,서울특별시 동대문구 장안동 366-11번지  ,127.0709747,37.5705768,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 114,서울특별시 동대문구 장안동 366-11,2639,1123066000,장안2동,1123010600,장안동
3050000, 3050000-102-1987-08498 ,19870216,  ,3, 폐업 ,2, 폐업 ,20100524,  ,  ,  ,222454000,329.12,130842, 서울특별시 동대문구 장안동 373-3번지 지하1층  ,  ,  , 가우리 ,2.00712E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,206057.9851,451879.2209, 룸살롱 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , N ,329.12,  ,  ,  ,서울특별시 동대문구 장안동 373-3번지 지하1층  ,127.0693287,37.5691222,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 91,서울특별시 동대문구 장안동 373-3,2624,1123065000,장안1동,1123010600,장안동
3050000, 3050000-102-1987-08475 ,19870228,  ,3, 폐업 ,2, 폐업 ,20100524,  ,  ,  ,222454000,250.63,130842, 서울특별시 동대문구 장안동 373-3번지  ,  ,  , 백악관 ,2.00701E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,206057.9851,451879.2209, 룸살롱 ,0,0, 기타 , 기타 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,250.63,  ,  ,  ,서울특별시 동대문구 장안동 373-3번지  ,127.0693287,37.5691222,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 91,서울특별시 동대문구 장안동 373-3,2624,1123065000,장안1동,1123010600,장안동
3050000, 3050000-102-1987-08488 ,19870416,  ,3, 폐업 ,2, 폐업 ,20050830,  ,  ,  ,222164877,318.89,130840, 서울특별시 동대문구 장안동 364-1번지  ,  ,  , 모나리자 ,2.00507E+13, I , 2018-08-31 23:59:59.0 , 카바레 ,206085.221,451802.3984, 카바레 ,0,0, 유흥업소밀집지역 , 갑 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,318.89,  ,  ,  ,서울특별시 동대문구 장안동 364-1번지  ,127.0696649,37.5684851,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 88,서울특별시 동대문구 장안동 364-1,2639,1123066000,장안2동,1123010600,장안동
3050000, 3050000-102-2000-12196 ,20001020,  ,3, 폐업 ,2, 폐업 ,20020122,  ,  ,  , 02 4743801 ,43.08,130805, 서울특별시 동대문구 답십리동 530-17번지  ,  ,  , 혜랑 ,2.0001E+13, I , 2018-08-31 23:59:59.0 , 간이주점 ,204901.2633,451439.0405, 간이주점 ,0,0, 유흥업소밀집지역 , 기타 ,  ,  ,  ,  ,  ,  ,  ,  ,  , N ,43.08,  ,  ,  ,서울특별시 동대문구 답십리동 530-17번지  ,127.0562358,37.5651888,정좌표,1.12301E+18,구주소,서울특별시 동대문구 황물로 168,서울특별시 동대문구 답십리동 530-17,2622,1123061000,답십리2동,1123010500,답십리동
3050000, 3050000-102-2000-12201 ,20001023,  ,3, 폐업 ,2, 폐업 ,20090806,  ,  ,  ,222150616,52.2,130842, 서울특별시 동대문구 장안동 372-5번지 (장한로 105)  ,  ,  , 호암 ,2.00806E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,206109.6585,451980.1358, 룸살롱 ,0,0, 유흥업소밀집지역 , 기타 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,52.2,  ,  ,  ,서울특별시 동대문구 장안동 372-5번지 (장한로 105)  ,127.0699175,37.5700189,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 105,서울특별시 동대문구 장안동 372-5,2624,1123065000,장안1동,1123010600,장안동
3050000, 3050000-102-1987-08489 ,19870520,  ,3, 폐업 ,2, 폐업 ,20180910,  ,  ,  ,222488585,313.39,130840, 서울특별시 동대문구 장안동 364-3번지  , 서울특별시 동대문구 장한로 84 지하1층 (장안동) ,2639, 카니발 ,2.01809E+13, U , 2018-09-10 23:59:59.0 , 룸살롱 ,206067.9901,451768.738, 룸살롱 ,0,0, 유흥업소밀집지역 , 갑 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,313.39,  ,  ,  ,서울특별시 동대문구 장안동 364-3번지  ,127.0694762,37.5681863,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 84,서울특별시 동대문구 장안동 364-3,2639,1123066000,장안2동,1123010600,장안동
3050000, 3050000-102-1987-08460 ,19870625,  ,3, 폐업 ,2, 폐업 ,20051125,  ,  ,  ,2,75.31,130805, 서울특별시 동대문구 답십리동 494-5번지 6  ,  ,  , 메모 ,2.00306E+13, I , 2018-08-31 23:59:59.0 , 카바레 ,204662.3412,451605.2607, 카바레 ,0,0, 기타 , 기타 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,75.31,  ,  ,  ,서울특별시 동대문구 답십리동 494-5번지 6  ,127.0535795,37.5666813,정좌표,1.12301E+18,구주소,서울특별시 동대문구 천호대로 291-1,서울특별시 동대문구 답십리동 494-5,2604,1123060000,답십리1동,1123010500,답십리동
3050000, 3050000-102-1987-08432 ,19870716,  ,3, 폐업 ,2, 폐업 ,19960125,  ,  ,  ,209623331,299.05,130802, 서울특별시 동대문구 답십리동 125번지  ,  ,  , 미워미워 ,2.00201E+13, I , 2018-08-31 23:59:59.0 , 스텐드바 ,  ,  , 스텐드바 ,4,11, 유흥업소밀집지역 , 지도 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,299.05,  ,  ,  ,서울특별시 동대문구 답십리동 125번지  ,127.0537156,37.5720346,인근좌표,11230,구주소,,서울특별시 동대문구 답십리동 125,NULL,,,1123010500,답십리동
3050000, 3050000-102-1987-08487 ,19870831,  ,3, 폐업 ,2, 폐업 ,20050129,  ,  ,  ,222082900,246.52,130840, 서울특별시 동대문구 장안동 364-2번지  ,  ,  , 탄금대 ,2.00312E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,206076.8984,451784.7336, 룸살롱 ,0,0, 유흥업소밀집지역 , 자율 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,246.52,  ,  ,  ,서울특별시 동대문구 장안동 364-2번지  ,127.0695763,37.5683312,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 86,서울특별시 동대문구 장안동 364-2,2639,1123066000,장안2동,1123010600,장안동
3050000, 3050000-102-1987-08461 ,19871201,  ,3, 폐업 ,2, 폐업 ,19941001,  ,  ,  ,209625611,154.44,130030, 서울특별시 동대문구 답십리동 401번지  ,  ,  , 로비라운지 ,2.00201E+13, I , 2018-08-31 23:59:59.0 , 비어(바)살롱 ,  ,  , 비어(바)살롱 ,3,2, 유흥업소밀집지역 , 지도 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,154.44,  ,  ,  ,서울특별시 동대문구 답십리동 401번지  ,127.0521212,37.5718866,인근좌표,11230,구주소,,서울특별시 동대문구 답십리동 401,NULL,,,1123010500,답십리동
3050000, 3050000-102-1987-08425 ,19871205,  ,3, 폐업 ,2, 폐업 ,19901029,  ,  ,  ,202472500,532.41,130030, 서울특별시 동대문구 답십리동 109번지  ,  ,  , 경남카바레 ,2.00201E+13, I , 2018-08-31 23:59:59.0 , 관광호텔나이트(카바레) ,  ,  , 관광호텔나이트(카바레) ,20,10, 유흥업소밀집지역 , 지도 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,532.41,  ,  ,  ,서울특별시 동대문구 답십리동 109번지  ,127.0524505,37.5736013,인근좌표,11230,구주소,,서울특별시 동대문구 답십리동 109,NULL,,,1123010500,답십리동
3050000, 3050000-102-1987-08409 ,19871216,  ,3, 폐업 ,2, 폐업 ,20070330,  ,  ,  ,222475051,665.28,130840, 서울특별시 동대문구 장안동 367-2번지  ,  ,  , 아리랑메들리크럽 ,2.00701E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,206226.2763,452087.9629, 룸살롱 ,0,0, 유흥업소밀집지역 , 갑 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,665.28,  ,  ,  ,서울특별시 동대문구 장안동 367-2번지  ,127.0712858,37.5710478,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 120,서울특별시 동대문구 장안동 367-2,2637,1123066000,장안2동,1123010600,장안동
3050000, 3050000-102-1988-08446 ,19880319,  ,3, 폐업 ,2, 폐업 ,20110308,  ,  ,  ,209676774,111.17,130817, 서울특별시 동대문구 용두동 34-10번지  ,  ,  , 낙원 ,2.00306E+13, I , 2018-08-31 23:59:59.0 , 카바레 ,  ,  , 카바레 ,2,5, 기타 , 갑 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,111.17,  ,  ,  ,서울특별시 동대문구 용두동 34-10번지  ,127.0384358,37.573578,인근좌표,11230,구주소,,서울특별시 동대문구 용두동 34-10,NULL,1123053600,용신동,1123010200,용두동
3050000, 3050000-102-2001-12728 ,20010523,  ,3, 폐업 ,2, 폐업 ,20051121,  ,  ,  ,222161982,97.42,130845, 서울특별시 동대문구 장안동 433-2번지  ,  ,  , 신바람성인노래주점 ,2.00105E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,205791.1586,451252.3867, 룸살롱 ,0,0, 유흥업소밀집지역 , 기타 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,97.42,  ,  ,  ,서울특별시 동대문구 장안동 433-2번지  ,127.0663308,37.5635301,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 26,서울특별시 동대문구 장안동 433-2,2644,1123065000,장안1동,1123010600,장안동
3080000, 3080000-102-2002-00001 ,20020104,  ,3, 폐업 ,2, 폐업 ,20031212,  ,  ,  , 02 9457008 ,271.18,142873, 서울특별시 강북구 수유동 48-8번지 지상3층  ,  ,  , 신바람 ,2.00212E+13, I , 2018-08-31 23:59:59.0 , 스텐드바 ,201886.4152,459109.8698, 스텐드바 ,0,0,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , N ,271.18,  ,  ,  ,서울특별시 강북구 수유동 48-8번지 지상3층  ,127.0221655,37.6343363,정좌표,1.13051E+18,구주소,서울특별시 강북구 덕릉로 76,서울특별시 강북구 수유동 48-8,1113,1130561500,수유1동,1130510300,수유동
3050000, 3050000-102-2001-12741 ,20010525,  ,3, 폐업 ,2, 폐업 ,20050707,  ,  ,  ,222166139,115.86,130840, 서울특별시 동대문구 장안동 345-2번지  ,  ,  , 앵콜 ,2.00403E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,206269.1058,452025.0559, 룸살롱 ,0,0, 유흥업소밀집지역 , 기타 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,115.86,  ,  ,  ,서울특별시 동대문구 장안동 345-2번지  ,127.0717455,37.5704928,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로24길 16,서울특별시 동대문구 장안동 345-2,2639,1123066000,장안2동,1123010600,장안동
3050000, 3050000-102-1988-08454 ,19881216,  ,3, 폐업 ,2, 폐업 ,20000427,  ,  ,  ,2,322.13,130840, 서울특별시 동대문구 장안동 367-1번지  ,  ,  , 제우스 ,2.00004E+13, I , 2018-08-31 23:59:59.0 , 비어(바)살롱 ,206255.3269,452142.7901, 비어(바)살롱 ,0,0, 유흥업소밀집지역 , 갑 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,322.13,  ,  ,  ,서울특별시 동대문구 장안동 367-1번지  ,127.0715965,37.5715548,정좌표,1.12301E+18,구주소,서울특별시 동대문구 장한로 126,서울특별시 동대문구 장안동 367-1,2637,1123066000,장안2동,1123010600,장안동
3060000, 3060000-102-1999-08768 ,19991018,  ,3, 폐업 ,2, 폐업 ,20200528,  ,  ,  , 02 9750213 ,1302.33,131848, 서울특별시 중랑구 묵동 165-0번지  , 서울특별시 중랑구 중랑역로 262 (묵동) ,2033, 백악관성인관광나이트 ,2.02005E+13, U , 2020-05-30 02:40:00.0 , 고고(디스코)클럽 ,206774.8742,457011.6326, 고고(디스코)클럽 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , N ,1302.33,  ,  ,  ,서울특별시 중랑구 묵동 165-0번지  ,127.0775191,37.6154188,정좌표,1.12601E+18,구주소,서울특별시 중랑구 중랑역로 262,서울특별시 중랑구 묵동 165,2033,1126062000,묵1동,1126010400,묵동
3060000, 3060000-102-1977-06635 ,19771118,  ,1, 영업/정상 ,1, 영업 ,  ,  ,  ,  , 02 4917760 ,92.36,131859, 서울특별시 중랑구 상봉동 106-24  , 서울특별시 중랑구 봉우재로 127 (상봉동) ,2153, 우리 ,2.02111E+13, U , 2021-11-14 02:40:00.0 , 스텐드바 ,207623.1861,454526.1971, 스텐드바 ,0,0,  ,  ,  ,0,0,0,0,0,  ,0,0, Y ,92.36,  ,  ,  ,서울특별시 중랑구 상봉동 106-24  ,127.0871037,37.5930215,정좌표,1.12601E+18,구주소,서울특별시 중랑구 봉우재로 127,서울특별시 중랑구 상봉동 106-24,2153,1126059000,상봉2동,1126010200,상봉동
3060000, 3060000-102-1973-06646 ,19730925,  ,3, 폐업 ,2, 폐업 ,20040216,  ,  ,  , 02 2070775 ,77.8,131860, 서울특별시 중랑구 상봉동 118-0번지  ,  ,  , 아리랑 ,2.00201E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,207231.2994,454784.3132, 룸살롱 ,2,2, 유흥업소밀집지역 , 갑 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,77.8,  ,  ,  ,서울특별시 중랑구 상봉동 118-0번지  ,127.0826702,37.5953478,정좌표,1.12601E+18,구주소,서울특별시 중랑구 망우로 270,서울특별시 중랑구 상봉동 118,2136,1126059000,상봉2동,1126010200,상봉동
3060000, 3060000-102-1974-06638 ,19741226,  ,3, 폐업 ,2, 폐업 ,20170602,  ,  ,  , 02 9730505 ,143.81,131851, 서울특별시 중랑구 묵동 238-13번지  , 서울특별시 중랑구 동일로 917 (묵동) ,2005, 일번지스텐드바 ,2.01706E+13, I , 2018-08-31 23:59:59.0 , 비어(바)살롱 ,206737.9436,456656.0633, 비어(바)살롱 ,2,2, 주택가주변 , 을 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,143.81,  ,  ,  ,서울특별시 중랑구 묵동 238-13번지  ,127.0771056,37.6122169,정좌표,1.12601E+18,구주소,서울특별시 중랑구 동일로 917,서울특별시 중랑구 묵동 238-13,2005,1126063000,묵2동,1126010400,묵동
3060000, 3060000-102-1975-06641 ,19750814,  ,3, 폐업 ,2, 폐업 ,20070403,  ,  ,  , 02 4370556 ,139.36,131860, 서울특별시 중랑구 상봉동 115-21번지  ,  ,  , 크로바 ,2.00307E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,207249.3217,454791.259, 룸살롱 ,2,2, 기타 , 을 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,139.36,  ,  ,  ,서울특별시 중랑구 상봉동 115-21번지  ,127.0828732,37.5954125,정좌표,1.12601E+18,구주소,서울특별시 중랑구 망우로 272,서울특별시 중랑구 상봉동 115-21,2137,1126059000,상봉2동,1126010200,상봉동
3060000, 3060000-102-1977-06640 ,19770129,  ,3, 폐업 ,2, 폐업 ,19940304,  ,  ,  ,204958554,74.25,131859, 서울특별시 중랑구 상봉동 107-43번지  ,  ,  , 기라성 ,2.00109E+13, I , 2018-08-31 23:59:59.0 , 비어(바)살롱 ,207556.3212,454686.2226, 비어(바)살롱 ,1,93, 주택가주변 , 지도 , 상수도전용 ,  ,  ,  ,  ,  ,  ,  ,  , N ,74.25,  ,  ,  ,서울특별시 중랑구 상봉동 107-43번지  ,127.0863501,37.5944573,정좌표,1.12601E+18,구주소,서울특별시 중랑구 면목로88길 5-9,서울특별시 중랑구 상봉동 107-43,2154,1126059000,상봉2동,1126010200,상봉동
3060000, 3060000-102-1989-06631 ,19891108,  ,3, 폐업 ,2, 폐업 ,20130607,  ,  ,  , 02 4355668 ,389.12,131859, 서울특별시 중랑구 상봉동 90-3번지  , 서울특별시 중랑구 망우로50길 22 (상봉동) ,2149, 홀릭클럽 ,2.01111E+13, I , 2018-08-31 23:59:59.0 , 룸살롱 ,207778.8118,454861.511, 룸살롱 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , N ,389.12,  ,  ,  ,서울특별시 중랑구 상봉동 90-3번지  ,127.0888674,37.5960355,정좌표,1.12601E+18,구주소,서울특별시 중랑구 망우로50길 22,서울특별시 중랑구 상봉동 90-3,2149,1126059000,상봉2동,1126010200,상봉동
